SRR5755588	SRR5755589	SRR5755590	SRR5755591	SRR5755592	SRR5755593
Dpysl3	53062	49781	33357	24106	23087	24130
Dpysl4	6493	6841	4419	1054	944	1050
Dpysl5	3737	4023	2521	2315	2084	2313
Dqx1	28	37	14	20	7	27
Dr1	5049	4698	3159	4346	4534	4475
Dram1	65	63	26	68	82	100
Dram2	3194	2940	1948	1936	1943	1984
Drap1	6307	7208	4667	6499	7071	6868
Drd1a	6	19	9	36	14	22
Drd2	2	2	3	2	2	2
Drd3	0	0	0	0	0	0
Drd4	13	14	3	3	2	0
Drd5	0	0	0	0	0	0
Drg1	6464	6907	4384	7472	7621	7601
Drg2	4673	4975	3327	4996	5311	5503
Drosha	9296	9048	5937	10157	9738	10451
Drp2	354	275	225	276	257	340
Drr1	0	1	0	0	0	0
Dsc1	31	31	25	87	59	91
Dsc2	2	0	0	6	2	2
Dsc3	6	0	0	0	0	1
Dscam	3832	3447	2468	2938	2800	3200
Dscaml1	4684	4357	3128	827	744	930
Dscc1	279	365	168	879	791	906
Dscr3	3527	3737	2529	2945	3153	3185
Dse	373	391	278	509	530	441
Dsel	1103	917	597	1504	1492	1596
Dsg1a	0	0	1	0	0	0
Dsg1b	0	0	0	0	0	0
Dsg1c	1	0	0	0	0	0
Dsg2	0	1	1	1	6	2
Dsg3	0	0	0	0	0	0
Dsg4	0	0	0	0	0	0
Dsn1	2188	2102	1441	2499	2449	2612
Dsp	2	2	5	3	0	0
Dspp	0	2	1	1	1	1
Dst	12609	9991	7698	14052	12795	15228
Dstn	18003	18032	11525	13921	14002	14016
Dstyk	4001	3727	2651	2405	2395	2479
Dtd1	1703	1828	1173	1530	1599	1632
Dtl	2504	2353	1729	6381	5794	6543
Dtna	4622	4257	2914	3771	3813	4004
Dtnb	1408	1476	896	1519	1469	1536
Dtnbp1	1498	1660	1091	1643	1749	1668
Dtwd1	328	264	207	513	556	513
Dtwd2	248	248	164	378	351	335
Dtx1	1286	1354	869	1496	1539	1523
Dtx2	942	932	608	905	1036	986
Dtx3	5498	6077	3946	2758	2595	2904
Dtx3l	357	401	258	179	151	184
Dtx4	11894	11826	7799	7431	7430	8018
Dtymk	3267	3496	2214	5875	6035	6159
Dub1	3	0	0	0	0	0
Dub1a	0	4	0	1	0	1
Dub2a	1	0	0	0	0	0
Dub3	1	4	3	1	1	3
Duox1	4	1	2	7	2	6
Duox2	6	5	2	3	0	7
Duoxa1	20	34	19	12	5	5
Duoxa2	2	1	0	0	0	0
Dupd1	0	0	0	0	1	0
Dus1l	1977	2231	1596	2687	2894	2855
Dus2l	704	719	562	715	705	765
Dus3l	1634	1920	1119	1723	1773	1859
Dus4l	401	404	277	693	642	688
Dusp1	620	646	397	861	800	907
Dusp10	1537	1555	1081	1954	2065	2081
Dusp11	16352	15149	10292	12290	11960	13424
Dusp12	395	419	302	669	579	613
Dusp13	2	5	0	2	1	1
Dusp14	395	427	272	475	550	494
Dusp15	70	82	49	21	19	8
Dusp16	5867	5952	3875	6353	6379	6385
Dusp18	2035	1669	1244	1565	1611	1614
Dusp19	970	923	686	747	640	691
Dusp2	19	10	15	47	32	52
Dusp21	0	0	0	0	0	0
Dusp22	678	660	423	474	510	556
Dusp23	169	135	134	230	263	233
Dusp26	206	162	126	16	28	16
Dusp27	1	1	0	1	0	2
Dusp28	333	375	244	132	118	129
Dusp3	2422	2423	1710	2988	3086	3155
Dusp4	431	451	292	1268	1310	1140
Dusp5	1270	1282	705	861	899	853
Dusp6	2812	2819	1646	13550	13972	14004
Dusp7	1331	1434	825	2586	2621	2754
Dusp8	1140	1091	797	1380	1331	1430
Dusp9	8	6	9	19	17	14
Dut	2084	2360	1698	7066	7237	7327
Dux	0	0	0	0	0	0
Duxbl	139	69	82	16	21	42
Dvl1	3961	4201	2556	5049	5365	5554
Dvl2	1956	2113	1550	2447	2260	2567
Dvl3	6959	6021	4227	5130	4893	5300
Dydc1	0	0	0	0	0	1
Dydc2	4	0	0	1	0	1
Dym	2697	2689	1759	2494	2372	2282
Dync1h1	27506	24304	16314	35358	27471	36899
Dync1i1	13	17	10	17	23	19
Dync1i2	15869	15747	10185	15984	15458	16614
Dync1li1	6318	6565	4246	6013	5849	6302
Dync1li2	13548	13227	8815	13792	14430	14504
Dync2h1	3003	2638	1792	3166	2960	3497
Dync2li1	2434	2388	1586	1204	1309	1251
Dynll1	9589	10362	6474	14956	14830	15166
Dynll2	11438	12095	7644	10146	9789	9956
Dynlrb1	6354	6997	4296	5904	6101	6373
Dynlrb2	62	68	57	52	54	54
Dynlt1-ps1	299	337	211	283	239	306
Dynlt1a	405	449	326	487	553	540
Dynlt1b	329	434	263	311	300	282
Dynlt1c	2	4	0	2	0	6
Dynlt1e	1	0	0	1	2	0
Dynlt1f	3	5	1	1	5	2
Dynlt3	9008	9113	5936	5505	5882	5717
Dyrk1a	5947	5707	3684	6580	5986	6553
Dyrk1b	2363	2404	1511	698	636	717
Dyrk2	700	648	489	580	580	679
Dyrk3	488	640	382	924	956	969
Dyrk4	0	2	1	2	0	1
Dysf	240	179	92	206	178	180
Dysfip1	0	0	1	0	0	0
Dytn	0	0	0	0	0	0
Dyx1c1	126	129	67	27	35	43
Dzip1	5451	5337	3333	1879	1886	2031
Dzip1l	872	950	599	1509	1466	1612
Dzip3	8372	7526	5336	8425	8313	9313
E030002O03Rik	0	0	0	0	0	0
E030007J07Rik	4	2	0	0	0	0
E030010A14Rik	7	4	5	1	2	1
E030010N08Rik	8	27	14	1	1	6
E030011O05Rik	0	0	0	0	0	0
E030013I19Rik	0	4	0	4	2	2
E030019B06Rik	132	126	76	21	33	30
E030024N20Rik	6	13	7	11	13	20
E030025P04Rik	1	0	0	0	0	0
E030030I06Rik	106	87	56	423	466	390
E030042O20Rik	34	64	22	7	5	8
E130003G02Rik	6	2	1	1	2	2
E130006D01Rik	21	43	26	29	25	31
E130012A19Rik	1058	1058	716	774	856	858
E130018N17Rik	3	3	1	0	0	0
E130018O15Rik	0	0	0	0	0	0
E130102H24Rik	27	30	25	3	6	12
E130111B04Rik	0	0	0	0	0	0
E130114P18Rik	2316	2263	1494	1708	1546	1712
E130116L18Rik	5	2	3	1	7	3
E130120K24Rik	0	0	0	0	0	0
E130201H02Rik	4	3	1	0	5	4
E130203B14Rik	128	133	100	78	77	114
E130208F15Rik	20	18	24	9	14	23
E130215H24Rik	68	59	27	11	28	21
E130218I03Rik	2	0	0	4	4	5
E130303B06Rik	597	639	404	1172	1254	1220
E130304I02Rik	0	2	5	1	4	3
E130306D19Rik	958	1008	641	1229	1253	1435
E130307A14Rik	1993	2045	1289	1389	1426	1477
E130308A19Rik	3302	3135	2188	1522	1459	1603
E130309D02Rik	3561	3816	2271	3923	3923	4013
E130309D14Rik	210	230	152	33	61	40
E130309F12Rik	1567	1305	876	678	630	661
E130311K13Rik	369	348	219	217	179	205
E130317F20Rik	409	446	262	363	382	413
E230001N04Rik	2	7	3	26	8	8
E230008N13Rik	4	6	0	6	4	6
E230013L22Rik	0	0	1	0	0	0
E230015B07Rik	16	26	10	3	4	0
E230015J15Rik	7	6	11	1	1	0
E230016K23Rik	1	0	0	0	1	0
E230016M11Rik	97	86	73	72	90	140
E230019M04Rik	0	0	0	0	0	0
E230025N22Rik	1	7	5	0	1	1
E230028L10Rik	1	0	0	0	0	0
E2f1	608	652	441	2418	2374	2388
E2f2	916	881	555	2231	2093	2396
E2f3	3309	3171	2114	5227	4993	5441
E2f4	2701	2895	1904	4018	4220	4308
E2f5	2168	2119	1523	2742	3046	2972
E2f6	2837	2886	1969	4018	4239	4451
E2f7	942	826	607	2312	2043	2336
E2f8	1563	1372	1135	3405	3225	3512
E330009J07Rik	5764	5225	3672	2885	3064	3128
E330010L02Rik	0	0	0	0	0	0
E330012B07Rik	0	0	0	0	0	0
E330013P04Rik	242	297	162	110	115	125
E330014E10Rik	0	0	0	0	0	0
E330016A19Rik	91	100	64	341	345	404
E330017A01Rik	0	0	0	0	0	0
E330017L17Rik	1	0	0	0	0	1
E330020D12Rik	3	16	6	9	4	6
E330021D16Rik	0	0	0	0	0	0
E330034G19Rik	0	0	0	0	1	0
E430018J23Rik	311	383	205	201	180	208
E430025E21Rik	7525	7151	5081	7063	6781	6965
E4f1	1224	1311	881	1272	1376	1450
E530001F21Rik	5	3	1	0	2	1
E530001K10Rik	189	227	119	169	166	162
E530011L22Rik	185	256	130	48	63	48
EU599041	0	0	0	0	0	0
Eaf1	2887	2794	1941	4249	4387	4446
Eaf2	123	86	89	34	53	55
Eapp	3222	3329	2191	2353	2298	2179
Ear-ps10	0	0	0	0	0	0
Ear-ps12	0	0	0	0	0	0
Ear-ps2	0	0	0	0	0	0
Ear-ps3	0	0	0	0	0	0
Ear-ps4	0	0	0	0	0	0
Ear-ps5	0	0	0	0	0	0
Ear-ps7	0	0	0	0	0	0
Ear-ps8	0	0	0	0	0	0
Ear-ps9	0	0	0	0	0	0
Ear1	0	0	0	0	0	0
Ear10	0	0	0	0	0	0
Ear11	0	0	0	0	0	0
Ear14	0	0	0	0	0	0
Ear2	0	0	0	0	0	0
Ear5	0	0	0	0	0	0
Ear6	0	0	0	0	0	0
Ears2	605	534	350	1073	1121	1100
Ebag9	1164	1257	856	955	941	931
Ebf1	249	216	168	542	497	537
Ebf2	31	17	21	2	1	2
Ebf3	613	626	399	559	421	566
Ebf4	1063	1129	723	389	333	522
Ebi3	7	13	2	1	2	2
Ebna1bp2	3028	3417	2214	7959	7916	8026
Ebp	1396	1493	944	2198	2207	2172
Ebpl	962	1019	633	515	575	504
Ecd	4318	4600	2873	5551	5406	5700
Ece1	11445	11407	7466	4710	4408	4799
Ece2	572	654	487	1060	1043	1000
Ecel1	26	22	6	18	9	20
Ech1	5038	5522	3644	2028	2132	2210
Echdc1	2430	2369	1553	1919	2142	1875
Echdc2	233	207	130	95	88	90
Echdc3	29	25	15	3	10	5
Echs1	8703	9203	5995	5374	5593	5630
Eci1	2907	3510	2182	2508	2728	2623
Eci2	8291	8677	5727	4115	4506	4400
Eci3	0	2	2	2	0	1
Ecm1	677	703	448	614	511	551
Ecm2	400	378	232	140	137	170
Ecscr	2	0	0	3	2	8
Ecsit	1178	1179	853	1764	1730	1779
Ect2	5371	5201	3687	12190	11961	12311
Ect2l	1	0	1	0	1	0
Eda	1240	1133	755	465	495	540
Eda2r	22	13	3	5	2	12
Edar	54	41	27	20	57	19
Edaradd	5	10	6	7	7	9
Edc3	2703	2736	1838	2807	2884	2925
Edc4	5310	5331	3472	5408	4855	5401
Eddm3b	0	0	0	0	0	0
Edem1	3567	3366	2316	3755	3827	4040
Edem2	3572	3607	2348	2106	2122	2130
Edem3	6326	5425	3902	7524	7116	7802
Edf1	4983	5450	3267	5049	5142	5001
Edil3	1233	1109	817	356	340	310
Edn1	2	0	1	0	0	0
Edn2	0	0	0	0	0	0
Edn3	1	0	0	0	0	0
Ednra	937	902	560	499	446	595
Ednrb	109822	102508	66336	28356	28085	29804
Eea1	1649	1451	1051	3387	3215	3543
Eed	1978	2015	1255	3939	3949	4012
Eef1a1	449170	477403	324862	462313	476790	476838
Eef1a2	2	4	0	6	2	1
Eef1b2	29431	32291	20770	29229	30956	30624
Eef1d	9537	10051	6355	13544	13792	13800
Eef1e1	1624	1661	1199	4559	4469	4444
Eef1g	23148	24296	16495	25618	26256	25915
Eef2	210251	220115	145960	191788	180201	191032
Eef2k	10374	10483	6724	4584	4482	4572
Eefsec	929	993	622	1322	1301	1418
Eepd1	2098	2194	1399	439	462	476
Efcab1	125	126	81	32	20	41
Efcab10	0	0	0	0	0	0
Efcab2	460	429	315	346	303	306
Efcab3	10	1	1	1	1	0
Efcab4a	58	42	35	14	37	25
Efcab4b	20	33	24	10	8	14
Efcab5	198	207	123	179	165	173
Efcab6	0	1	0	0	0	0
Efcab7	404	403	258	333	335	271
Efcab8	15	10	6	8	8	14
Efcab9	32	25	27	17	15	28
Efemp1	4	2	0	7	7	19
Efemp2	3125	3400	2250	3777	3994	4009
Efha1	6387	6447	4248	4796	4952	4977
Efha2	692	728	544	702	653	874
Efhb	89	73	54	8	32	16
Efhc1	107	113	83	40	29	37
Efhc2	37	23	9	2	2	14
Efhd1	940	917	633	562	549	557
Efhd2	4091	4377	2898	4398	4454	4720
Efna1	236	232	204	132	116	124
Efna2	743	724	517	568	622	679
Efna3	285	300	184	197	180	203
Efna4	646	651	439	522	449	500
Efna5	197	231	125	106	114	105
Efnb1	1173	1066	732	1882	1872	2016
Efnb2	589	569	398	1668	1743	1812
Efnb3	105	118	92	123	128	138
Efr3a	6869	6360	4473	8788	8572	9058
Efr3b	1744	1639	1114	1027	993	1098
Efs	4477	4336	2917	3727	3852	3813
Eftud1	1609	1654	1077	1953	1820	1998
Eftud2	10878	11084	7206	16177	15237	16474
Egf	89	88	57	44	34	74
Egfem1	18	15	13	2	13	3
Egfl6	0	1	2	4	1	2
Egfl7	300	362	225	229	257	274
Egfl8	22	36	21	19	13	26
Egflam	38	23	26	11	10	3
Egfr	24133	21427	14419	25343	22340	27437
Egln1	7313	7081	5239	12428	13677	12708
Egln2	3495	3924	2553	3666	3813	3822
Egln3	1305	1256	923	3374	3570	3228
Egr1	12169	10297	6258	10668	9431	10697
Egr2	968	807	423	405	306	396
Egr3	196	136	96	273	197	242
Egr4	95	89	52	272	227	219
Ehbp1	3849	3684	2584	2505	2658	2704
Ehbp1l1	286	315	183	146	188	145
Ehd1	4527	4931	2968	6308	6066	6451
Ehd2	2054	1953	1216	4013	3841	4055
Ehd3	3458	3557	2425	2914	2879	2803
Ehd4	242	295	179	1087	990	1067
Ehf	2	0	3	0	0	0
Ehhadh	87	62	45	37	33	48
Ehmt1	7585	7307	4780	7287	6956	7634
Ehmt2	14749	15266	10076	15128	15052	15640
Ei24	9197	9642	6390	8721	9090	9290
Eid1	16418	16648	10750	12352	12847	12578
Eid2	1411	1670	994	1471	1458	1486
Eid2b	1110	1065	740	887	879	892
Eif1	18600	19649	12894	22106	21896	22689
Eif1a	1809	1900	1314	4329	4555	4513
Eif1ad	3747	3830	2648	5419	5169	5260
Eif1ax	13297	13464	9052	19340	19515	19869
Eif1b	5483	5778	3973	5049	5285	5337
Eif2a	6032	5887	3945	4500	4709	4750
Eif2ak1	5313	5459	3476	4250	4247	4258
Eif2ak2	2129	2051	1414	2149	1995	2252
Eif2ak3	3700	3856	2568	5061	5051	5259
Eif2ak4	1660	1629	1092	2051	1920	2096
Eif2b1	2558	2689	1777	3480	3478	3647
Eif2b2	5598	6074	3874	3333	3411	3494
Eif2b3	989	1147	708	2212	2139	2217
Eif2b4	2520	2869	1759	2768	2824	2920
Eif2b5	6986	7504	4844	7486	7472	7468
Eif2c1	24064	23072	15530	15848	15332	16423
Eif2c2	5148	3946	3088	6475	6073	7190
Eif2c3	2886	2409	1757	2162	1989	2338
Eif2c4	1599	1349	924	644	586	705
Eif2c5	0	0	0	0	0	0
Eif2d	2692	3088	1938	2117	2240	2303
Eif2s1	5164	5094	3400	11512	11686	11662
Eif2s2	6453	6608	4197	11311	11746	11667
Eif2s3x	2848	2740	1947	4265	4412	4303
Eif2s3y	3717	3754	2501	3081	3140	3496
Eif3a	24298	23003	15024	33929	31996	34643
Eif3b	12268	13142	8108	25071	23618	25009
Eif3c	22194	21644	14371	27306	25146	26893
Eif3d	6617	6963	4510	8575	8609	8837
Eif3e	15633	15451	10318	15646	16467	16631
Eif3f	21729	22749	14531	17627	16370	16054
Eif3g	5648	6013	3819	8364	8524	8658
Eif3h	19044	20450	13820	16361	17203	17145
Eif3i	11423	12182	8545	14346	15133	14578
Eif3j	1622	1725	1071	2885	2968	2961
Eif3k	7078	7756	4945	6355	6103	6494
Eif3l	15371	15826	10581	17188	17186	17713
Eif3m	8808	9054	6029	9175	9129	9072
Eif3s6-ps1	36	43	22	41	33	51
Eif3s6-ps2	210	202	118	186	181	167
Eif4a-ps4	420	512	309	890	846	887
Eif4a1	30814	32422	21634	59973	61026	62395
Eif4a2	12818	12531	8096	10712	11158	12082
Eif4a3	8240	8635	5464	12276	12567	12647
Eif4b	49036	48401	33134	34001	33704	35251
Eif4e	7084	7373	4835	14508	15037	15233
Eif4e1b	1	0	0	0	0	0
Eif4e2	4529	4854	3303	5532	5610	6155
Eif4e3	46	39	22	15	14	17
Eif4ebp1	1057	1224	857	3104	3412	3103
Eif4ebp2	6329	5871	4125	6843	6393	6886
Eif4ebp3	2	5	8	10	8	9
Eif4enif1	4386	4503	3003	6100	5998	6344
Eif4g1	27337	26439	17483	61525	58081	62228
Eif4g2	117271	111170	76184	140268	137870	144900
Eif4g3	9743	9340	6026	11424	10167	11453
Eif4h	26137	27321	18033	31651	31421	31685
Eif5	25616	24299	16574	31256	30864	32503
Eif5a	32401	35626	23761	74058	76713	76299
Eif5a2	1740	1460	1063	2903	2948	2884
Eif5al3-ps	515	530	340	1230	1228	1252
Eif5b	7840	7637	4864	8757	8395	8574
Eif6	3896	4384	2720	5890	6176	6124
Elac1	943	958	586	720	695	750
Elac2	3136	3412	2113	4673	4246	4562
Elane	0	0	0	0	0	0
Elavl1	7785	7467	4978	11019	10551	11062
Elavl2	1605	1519	1088	2336	2272	2340
Elavl3	1533	1530	985	1204	1096	1171
Elavl4	700	642	487	843	761	862
Elf1	2021	1876	1321	1066	1018	1169
Elf2	6085	6242	4033	5327	5350	5511
Elf3	1	5	1	0	0	0
Elf4	16	10	4	17	22	24
Elf5	12	7	2	0	0	0
Elfn1	4687	4593	3055	3208	3414	3276
Elfn2	571	488	396	1263	1239	1269
Elk1	3362	3436	2265	2181	2228	2451
Elk3	2042	2065	1378	4314	4226	4088
Elk4	2466	2152	1611	2290	2226	2517
Ell	1725	1756	1161	1313	1249	1374
Ell2	1247	1196	824	1674	1725	1611
Ell3	2	6	4	9	3	5
Elmo1	6044	5768	3922	3451	3151	3359
Elmo2	3419	3401	2277	5087	5135	5158
Elmo3	51	63	32	46	42	56
Elmod1	8	7	4	1	3	1
Elmod2	2933	2806	1948	2016	2081	2213
Elmod3	2424	2452	1617	912	1016	1067
Eln	1100	1096	667	532	466	490
Elof1	2611	2888	1964	2994	3291	3160
Elovl1	1614	1636	1029	3144	3294	3252
Elovl2	1259	1255	889	3277	3122	3393
Elovl3	0	1	1	2	4	5
Elovl4	2436	2111	1622	3011	3211	3404
Elovl5	15948	15649	10324	22014	21169	22572
Elovl6	9818	9181	6441	17349	16814	18166
Elovl7	944	741	528	229	205	258
Elp2	8341	8412	5422	9487	9466	9876
Elp3	8224	8213	5628	8036	8167	8170
Elp4	2057	2245	1544	1746	1912	1879
Eltd1	1	0	0	1	0	1
Emb	200	233	141	251	263	229
Emcn	1	6	1	9	7	18
Emd	3629	3793	2510	4636	4746	4936
Eme1	666	654	448	1283	1284	1291
Eme2	589	583	383	407	340	403
Emg1	4430	4695	3200	6914	7445	7209
Emid1	4	8	0	1	3	3
Emid2	45	54	28	119	148	128
Emilin1	4787	4959	3014	1653	1570	1593
Emilin2	13	9	4	87	72	99
Emilin3	6	20	6	12	8	5
Eml1	3337	3399	2341	3549	3401	3628
Eml2	218	245	119	99	101	102
Eml3	1714	1749	1132	858	817	979
Eml4	5485	5276	3589	8170	7892	8628
Eml5	1255	1114	830	754	826	1037
Eml6	976	895	631	494	506	584
Emp1	16551	16378	10432	6553	6872	6833
Emp2	18820	17903	12082	5744	5879	5874
Emp3	193	188	142	137	174	184
Emr1	0	0	0	0	0	0
Emr4	0	2	0	0	0	0
Emx1	1	4	0	0	0	0
Emx2	899	842	546	962	952	1056
Emx2os	247	325	200	161	183	170
En1	98	98	63	54	39	43
En2	379	309	221	590	579	591
Enah	14040	12504	8920	8380	7665	8232
Enam	0	0	0	0	0	0
Enc1	14187	14565	9773	12090	11418	13000
Endod1	1083	1007	693	918	937	907
Endog	310	331	190	323	335	323
Endou	1	1	1	2	2	1
Eng	13	13	6	12	19	9
Engase	590	526	429	440	368	414
Enho	3183	3792	2340	1169	1178	1124
Enkur	20	21	22	11	24	12
Eno1	25392	26300	18097	42334	43259	42174
Eno2	144	177	119	121	156	163
Eno3	265	325	236	140	113	116
Eno4	55	67	39	47	61	31
Enoph1	1287	1353	874	2196	2242	2324
Enox	325	279	169	108	92	125
Enox1	1259	1238	853	794	839	816
Enox2	1322	1524	937	947	975	975
Enpep	20	18	10	0	0	0
Enpp1	385	397	270	143	118	160
Enpp2	4498	4008	2755	1359	1231	1438
Enpp3	286	238	185	166	164	192
Enpp4	1526	1389	1021	2285	2256	2405
Enpp5	4361	4383	2892	1493	1509	1556
Enpp6	261	189	166	7	14	13
Enpp7	0	0	0	0	0	0
Ensa	7509	7629	5331	7390	7618	7780
Enthd1	0	0	0	0	0	0
Entpd1	780	752	589	920	792	955
Entpd2	193	167	113	0	2	0
Entpd3	3	1	0	2	0	2
Entpd4	2403	2411	1606	2756	2955	2918
Entpd5	3627	3645	2445	2967	3024	3010
Entpd6	2287	2463	1596	2219	2333	2382
Entpd7	642	611	404	888	911	971
Entpd8	5	0	0	0	0	2
Eny2	5113	5212	3479	5634	5789	6236
Eomes	16	28	24	30	17	18
Ep300	8561	7230	5283	7980	6977	8613
Ep400	9930	8428	6135	11313	10163	12055
Epas1	2394	2237	1574	1326	1299	1410
Epb4.1	20651	19837	13372	7220	6362	7477
Epb4.1l1	1584	1700	1045	2388	2320	2481
Epb4.1l2	8711	8378	5630	11383	10808	11540
Epb4.1l3	58	43	41	64	64	82
Epb4.1l4a	1832	1856	1148	5803	5361	5444
Epb4.1l4b	844	788	565	512	490	646
Epb4.1l5	3969	3731	2629	3772	3435	4021
Epb4.2	1	1	0	1	0	0
Epb4.9	25	20	9	25	55	34
Epc1	4439	4448	2972	3546	3319	3844
Epc2	3602	3612	2314	3040	2972	3203
Epcam	5	4	2	7	2	4
Epdr1	9056	8688	5889	10659	11118	11123
Epgn	5	4	4	8	16	12
Epha1	20	24	7	15	22	31
Epha10	110	92	64	31	30	31
Epha2	43	45	26	338	277	289
Epha3	678	550	478	111	97	101
Epha4	4449	3986	2772	694	650	756
Epha5	5064	4481	3166	2910	2588	2894
Epha6	1	1	0	0	0	0
Epha7	217	159	129	108	75	67
Epha8	0	8	1	1	1	5
Ephb1	3153	2665	1886	1438	1321	1579
Ephb2	6520	6426	4303	2973	2764	2888
Ephb3	8589	8610	5487	3227	2988	3482
Ephb4	1290	1182	930	1441	1486	1564
Ephb6	501	541	288	126	114	110
Ephx1	1961	1959	1451	5478	5696	5936
Ephx2	232	178	106	26	38	34
Ephx3	2	6	1	0	0	2
Ephx4	157	155	117	129	129	125
Epm2a	793	803	545	459	593	501
Epm2aip1	7921	6986	4909	5964	5404	6268
Epn1	13667	14645	9113	11546	11095	11465
Epn2	9466	9209	6521	19781	20484	20661
Epn3	0	2	0	1	0	1
Epo	3	0	0	0	0	1
Epor	60	106	64	60	53	70
Eprs	15325	14489	9729	25032	23058	25925
Eps15	22913	21520	14464	9325	9592	9625
Eps15l1	4218	4413	3042	3474	3362	3570
Eps8	7844	7434	4810	6579	6379	6784
Eps8l1	50	74	36	9	15	13
Eps8l2	0	1	0	0	1	1
Eps8l3	0	0	1	0	0	0
Epsti1	2	1	0	0	0	0
Ept1	3764	3359	2357	7217	6866	7397
Epx	1	8	1	5	3	7
Epyc	0	0	0	0	0	0
Eral1	1594	1578	1070	1492	1573	1597
Erap1	845	771	553	1017	1019	1010
Eras	0	0	0	0	0	0
Erbb2	1047	1181	794	1881	1685	1898
Erbb2ip	19505	16521	11360	17270	16690	17883
Erbb3	229	182	124	32	27	15
Erbb4	10096	7787	5604	2974	2750	3218
Erc1	4542	4184	2933	4076	3850	4212
Erc2	514	484	329	509	487	545
Ercc1	1183	1254	800	1510	1370	1472
Ercc2	1281	1321	800	1299	1391	1493
Ercc3	3131	3444	2297	3452	3532	3755
Ercc4	2286	2255	1419	1567	1592	1719
Ercc5	3317	3308	2174	2114	2034	2167
Ercc6	2239	2161	1385	2254	2236	2416
Ercc6l	1307	1293	909	4773	4668	5178
Ercc8	757	760	485	1274	1342	1325
Ereg	38	43	31	27	25	31
Erf	4873	5198	3543	10937	10299	11112
Erg	1	0	2	23	18	13
Ergic1	6491	6488	4382	13518	13701	13723
Ergic2	2913	3046	2113	3874	3867	3945
Ergic3	9506	10582	6510	6897	7336	7428
Erh	3543	4035	2643	5195	5313	5402
Eri1	4600	4574	3177	7918	7659	7955
Eri2	1358	1307	902	2189	2263	2366
Eri3	5180	5667	3797	5656	5447	5567
Erich1	452	471	313	475	481	434
Erlec1	4239	3992	2625	3195	3165	3366
Erlin1	1955	1915	1371	3628	3938	3812
Erlin2	9266	8825	6182	7596	7573	8170
Ermap	8	13	5	0	0	1
Ermn	3	3	3	7	1	1
Ermp1	9826	9132	6206	15621	14807	15672
Ern1	1000	945	680	1004	939	1173
Ern2	0	0	0	0	1	0
Ero1l	4878	3935	3385	6202	7709	6274
Ero1lb	578	519	363	448	461	419
Erp27	0	0	0	0	0	0
Erp29	6391	7098	4533	7684	8151	7714
Erp44	4329	4237	2902	5409	5404	5536
Errfi1	1539	1566	1044	991	1016	1041
Erv3	1	6	0	5	0	0
Esam	34	34	20	30	10	35
Esco1	1794	1775	1280	1596	1612	1702
Esco2	1697	1572	1140	2802	2946	2909
Esd	4900	5293	3356	4300	4491	4648
Esf1	2004	2037	1390	3631	3440	3849
Esm1	0	0	0	4	2	2
Espl1	3578	3486	2424	7121	6246	7308
Espn	268	232	157	78	100	75
Espnl	17	21	11	8	4	15
Esr1	5	3	3	2	4	3
Esr2	1	0	0	1	1	2
Esrp1	3	3	1	2	0	2
Esrp2	0	2	2	0	1	0
Esrra	1772	2032	1257	2671	2751	2664
Esrrb	94	100	67	405	410	424
Esrrg	65	58	30	80	57	69
Esx1	40	63	26	23	30	32
Esyt1	585	576	419	687	581	799
Esyt2	3689	3294	2374	5338	5078	5446
Esyt3	45	26	17	16	23	34
Etaa1	1925	1701	1323	2243	2236	2329
Etd	0	0	0	0	0	0
Etf1	10084	9750	6355	20419	20281	21851
Etfa	8192	8428	5646	6246	6278	6382
Etfb	4049	4730	3030	3446	3809	3506
Etfdh	8761	8804	5838	5560	5652	5450
Ethe1	1366	1412	800	1288	1336	1279
Etl4	55	43	23	175	118	176
Etnk1	6985	6329	4511	8426	8147	9045
Etnk2	3	14	13	3	11	7
Etohd2	91	92	59	42	55	48
Etohi1	292	204	144	213	200	255
Etos1	0	0	0	0	0	0
Ets1	7957	7689	5115	6031	5434	5839
Ets2	1123	1184	676	2303	2035	2528
Etv1	8545	7527	5183	6633	6193	6840
Etv2	0	0	0	6	0	0
Etv3	2136	1987	1330	1809	1665	1949
Etv4	3681	4179	2742	7337	8047	7856
Etv5	11108	11063	7342	24173	23448	24400
Etv6	2713	2453	1805	3500	3314	3349
Evc	2710	2811	1957	3181	3178	3321
Evc2	1958	2004	1320	2685	2757	2990
Evi2a	21	13	15	3	2	1
Evi2b	0	0	2	0	0	0
Evi5	15067	13685	9117	9303	9431	10187
Evi5l	12606	12849	8276	4585	4616	5100
Evl	5289	5458	3764	4324	4156	4410
Evpl	26	38	12	33	31	18
Evx1	0	0	0	0	0	0
Evx2	0	0	0	0	0	0
Ewsr1	20920	22114	14049	23668	22532	24751
Exd1	94	63	40	17	41	18
Exd2	2877	2917	1944	2056	1968	2196
Exo1	798	757	644	3675	3790	3959
Exoc1	3872	3708	2602	4754	4791	5171
Exoc2	4102	3794	2648	3629	3544	3974
Exoc3	5412	5500	3637	5053	4839	4936
Exoc3l	193	198	146	75	80	103
Exoc3l2	3	2	1	13	10	2
Exoc4	8476	8334	5539	6898	6722	7160
Exoc5	5209	4712	3342	7240	7144	7553
Exoc6	1255	1283	760	1327	1355	1568
Exoc6b	4531	4151	2687	3554	3331	3599
